-- a/README.md
* Two subsequent tokens in the sentence are the name of a person  
-- a/sentences/ca.tsv
8	Al seu sud-est s'estén la Serra de Carboner.
8	Rússia li concedí el títol d'Artista del Poble.
8	El port dóna al canal de la Mànega.
8	Es troba al Mar Roig i les Maldives.
8	Hallstead és al districte escolar de Blue Ridge.
8	A la història de Secret Empire, Marrow torna.
8	Anteriorment, s'havia celebrat l'històric primer derbi de Rosario.
9	Reunits, el doctor i la Nyssa discuteixen què fer.
9	El teatre municipal de Cosenza porta el seu nom.
9	Participa en diverses Juntes, inclosa la de Gildan Activewear.
9	Moudon està agermanada amb la ciutat de Mazan, França.
9	Unes es van quedar a París, altres a Suïssa.
9	És considerat Lloc d'Interés Comunitari per la Generalitat Valenciana.
9	És la beguda alcohòlica tradicional del Líban i Síria.
9	S'articula a banda i banda de la Noguera Pallaresa.
9	Està enterrat al cementeri de Blackhill a Consett, Anglaterra.
9	Per Nadal al joc, per Sant Joan al foc.
9	Ramon Noguera fou també un reconegut compositor de sardanes.
9	Tradicionalment l'illa també és coneix com "Huvadu Atoll Vilingili".
9	Una vegada conclosa la guerra, va marxar a Saragossa.
9	La segona part del Padrí ofereix dues històries paral·leles.
9	Aquest mateix any va ser adquirit pel grup Eminata.
9	Fardam conté les següents seccions: Campus, Comentari, Ciència, Creatiu.
9	Aquest és el primer de molts estius de Schoenstatt.
9	La seu es troba a la ciutat de Tranemo.
9	Realitzà els seus estudis secundaris a l'Acadèmia de Ginebra.
9	El districte forma part de la Divisió de Bastar.
9	Pilar Jiménez és actualment la coordinadora de la revista.
9	Es forma a les categories inferiors del Reial Madrid.
9	Es considera successora de la Federació de Joves Cristians.
9	Davant d'aquesta restricció Stravinski revisà les indicacions de tempo.
9	Un dia, una misteriosa Assassina xinesa apareix demanant-li ajuda.
9	L'ajuntament de Sant Feliu va erigir-hi una pedra commemorativa.
9	Es mostren només els presidents durant la Catalunya autonòmica.
9	Ambdós moviments estan en la clau de D major.
9	Aprovar, si escau, la gestió de la Comissió Gestora.
9	Després allibera Gènova, que havia estat presa pels francesos.
9	El doctor James Bryant va ser el degà fundador.
9	Forma part de l'Àrea estadística metropolitana de Las Cruces.
9	Els camps per Sant Miquel esperen aigua del cel.
9	Al cim del tossal hi ha el Castell d'Alta-riba.
9	The Shining Ones" continua les aventures de la sèrie.
